system:index,.geo
7482,"{""type"":""Point"",""coordinates"":[-117.17703063409034,48.37622029094826]}"
7483,"{""type"":""Point"",""coordinates"":[-109.26677124319146,38.77680787015927]}"
7484,"{""type"":""Point"",""coordinates"":[-111.99706361907553,44.7277263297164]}"
7485,"{""type"":""Point"",""coordinates"":[-110.16717528544203,38.75261976497469]}"
7486,"{""type"":""Point"",""coordinates"":[-110.54179466215903,41.28863037379656]}"
7487,"{""type"":""Point"",""coordinates"":[-108.5128305114723,43.345548214413725]}"
7488,"{""type"":""Point"",""coordinates"":[-115.62383986711144,47.64725727586118]}"
7489,"{""type"":""Point"",""coordinates"":[-107.93260738297718,36.853137356653356]}"
7490,"{""type"":""Point"",""coordinates"":[-109.5293483836796,44.5222524872215]}"
7491,"{""type"":""Point"",""coordinates"":[-108.00889698414079,41.6726732090504]}"
7492,"{""type"":""Point"",""coordinates"":[-118.87346005158786,48.566639003633234]}"
7493,"{""type"":""Point"",""coordinates"":[-108.80420563515676,37.07260218362349]}"
7494,"{""type"":""Point"",""coordinates"":[-112.82907135098274,46.844836284393]}"
7495,"{""type"":""Point"",""coordinates"":[-108.970384389376,38.22060824078466]}"
7496,"{""type"":""Point"",""coordinates"":[-110.38664331987135,46.07684635963853]}"
7497,"{""type"":""Point"",""coordinates"":[-108.83670559020103,43.939019032528265]}"
7498,"{""type"":""Point"",""coordinates"":[-109.2184475347155,42.292749374668944]}"
7499,"{""type"":""Point"",""coordinates"":[-110.0775295573813,40.97705766592986]}"
7500,"{""type"":""Point"",""coordinates"":[-110.9518701792646,42.96756600401972]}"
7501,"{""type"":""Point"",""coordinates"":[-107.0658590441317,39.937587774237535]}"
7502,"{""type"":""Point"",""coordinates"":[-109.56846154792531,38.249399801510606]}"
7503,"{""type"":""Point"",""coordinates"":[-105.16291851819814,40.93088451463403]}"
7504,"{""type"":""Point"",""coordinates"":[-108.08229285600868,42.74204087139994]}"
7505,"{""type"":""Point"",""coordinates"":[-108.75252703570884,37.71134163450982]}"
7506,"{""type"":""Point"",""coordinates"":[-117.46972364195025,47.866907109144066]}"
7507,"{""type"":""Point"",""coordinates"":[-112.96547953438301,36.59178592868481]}"
7508,"{""type"":""Point"",""coordinates"":[-108.66381291775977,38.15727713012588]}"
7509,"{""type"":""Point"",""coordinates"":[-112.02925792969418,45.346733752772174]}"
7510,"{""type"":""Point"",""coordinates"":[-115.48290618827187,48.500948506498986]}"
7511,"{""type"":""Point"",""coordinates"":[-109.78954278384798,48.198151789557656]}"
7512,"{""type"":""Point"",""coordinates"":[-107.15981273242333,40.70140039094575]}"
7513,"{""type"":""Point"",""coordinates"":[-106.39877925578108,40.93387477810371]}"
7514,"{""type"":""Point"",""coordinates"":[-108.52965815074526,38.586785053062776]}"
7515,"{""type"":""Point"",""coordinates"":[-109.7472588179117,37.95296276745052]}"
7516,"{""type"":""Point"",""coordinates"":[-107.48272592019984,37.516531407788776]}"
7517,"{""type"":""Point"",""coordinates"":[-107.94009995808909,43.6410090469057]}"
7518,"{""type"":""Point"",""coordinates"":[-118.31967554796304,48.47883719917647]}"
7519,"{""type"":""Point"",""coordinates"":[-105.70456226686004,40.758962143232615]}"
7520,"{""type"":""Point"",""coordinates"":[-113.42596439463374,44.472517838794275]}"
7521,"{""type"":""Point"",""coordinates"":[-103.43369305923123,43.80957282542808]}"
7522,"{""type"":""Point"",""coordinates"":[-108.0657089908985,40.10882027167324]}"
7523,"{""type"":""Point"",""coordinates"":[-107.9241772061108,39.41894183711414]}"
7524,"{""type"":""Point"",""coordinates"":[-114.15654867192389,47.084988523542314]}"
7525,"{""type"":""Point"",""coordinates"":[-110.0514122325761,38.365247436999105]}"
7526,"{""type"":""Point"",""coordinates"":[-109.42645181353552,41.42512491619106]}"
7527,"{""type"":""Point"",""coordinates"":[-107.74135619117777,39.35895574150777]}"
7528,"{""type"":""Point"",""coordinates"":[-109.0510456215546,40.821901856328694]}"
7529,"{""type"":""Point"",""coordinates"":[-110.30642518796834,44.60097986903095]}"
7530,"{""type"":""Point"",""coordinates"":[-105.52370364065249,37.92002537010625]}"
7531,"{""type"":""Point"",""coordinates"":[-108.97114415822261,39.800287161167425]}"
7532,"{""type"":""Point"",""coordinates"":[-111.20832416502597,43.14218948112152]}"
7533,"{""type"":""Point"",""coordinates"":[-107.1418290485463,39.43758006401077]}"
7534,"{""type"":""Point"",""coordinates"":[-108.6521768884394,41.733557217135726]}"
7535,"{""type"":""Point"",""coordinates"":[-112.8708564902011,44.53182388416148]}"
7536,"{""type"":""Point"",""coordinates"":[-108.81112808059774,41.149104195454804]}"
7537,"{""type"":""Point"",""coordinates"":[-105.93028956806718,41.65304994007267]}"
7538,"{""type"":""Point"",""coordinates"":[-111.29752206899224,46.004407043189545]}"
7539,"{""type"":""Point"",""coordinates"":[-113.80213290298462,45.191973500127304]}"
7540,"{""type"":""Point"",""coordinates"":[-107.16903873765966,42.11590603067424]}"
7541,"{""type"":""Point"",""coordinates"":[-103.58295048334087,44.17698216673595]}"
7542,"{""type"":""Point"",""coordinates"":[-110.65466054548777,44.25756391099344]}"
7543,"{""type"":""Point"",""coordinates"":[-109.93766702089867,39.21729039551843]}"
7544,"{""type"":""Point"",""coordinates"":[-109.80375573847606,37.0399916564219]}"
7545,"{""type"":""Point"",""coordinates"":[-105.29443966259603,38.08553044098922]}"
7546,"{""type"":""Point"",""coordinates"":[-107.5621705495718,39.71242102016168]}"
7547,"{""type"":""Point"",""coordinates"":[-106.10791495114343,38.54142836352017]}"
7548,"{""type"":""Point"",""coordinates"":[-109.5465618680532,40.29462393222385]}"
7549,"{""type"":""Point"",""coordinates"":[-110.49870944101082,45.56244863112256]}"
7550,"{""type"":""Point"",""coordinates"":[-108.40570022685694,44.76773864790193]}"
7551,"{""type"":""Point"",""coordinates"":[-115.98203962790959,48.14481984739767]}"
7552,"{""type"":""Point"",""coordinates"":[-104.25975048186062,37.041253075077684]}"
7553,"{""type"":""Point"",""coordinates"":[-107.72769675289953,43.880569232418736]}"
7554,"{""type"":""Point"",""coordinates"":[-107.05105113102971,38.312114473485295]}"
7555,"{""type"":""Point"",""coordinates"":[-113.8073159469436,43.89998064244441]}"
7556,"{""type"":""Point"",""coordinates"":[-112.74469035593508,46.58453173028359]}"
7557,"{""type"":""Point"",""coordinates"":[-115.24041602852823,48.711030498165215]}"
7558,"{""type"":""Point"",""coordinates"":[-107.74797076499831,41.547257219194556]}"
7559,"{""type"":""Point"",""coordinates"":[-113.27347286750157,45.12982111802436]}"
7560,"{""type"":""Point"",""coordinates"":[-105.75156042447146,40.44728238321799]}"
7561,"{""type"":""Point"",""coordinates"":[-107.74808607988955,43.48043254701473]}"
7562,"{""type"":""Point"",""coordinates"":[-108.28293998797365,38.34188396795751]}"
7563,"{""type"":""Point"",""coordinates"":[-109.1828858142774,42.13338595058665]}"
7564,"{""type"":""Point"",""coordinates"":[-108.40708845134233,40.77263110354297]}"
7565,"{""type"":""Point"",""coordinates"":[-106.64108635491561,42.2335182830738]}"
7566,"{""type"":""Point"",""coordinates"":[-109.29352341180562,43.36177493787304]}"
7567,"{""type"":""Point"",""coordinates"":[-106.66549139322441,43.056578594065854]}"
7568,"{""type"":""Point"",""coordinates"":[-107.09311007823668,44.00923564474847]}"
7569,"{""type"":""Point"",""coordinates"":[-108.20173214993147,38.53730148622624]}"
7570,"{""type"":""Point"",""coordinates"":[-109.25249406070976,40.97501368716289]}"
7571,"{""type"":""Point"",""coordinates"":[-110.3405857081868,43.64386530000626]}"
7572,"{""type"":""Point"",""coordinates"":[-107.17891797645548,41.505600959820036]}"
7573,"{""type"":""Point"",""coordinates"":[-106.10521392109375,39.85113252057156]}"
7574,"{""type"":""Point"",""coordinates"":[-109.72159676894337,43.12894964748795]}"
7575,"{""type"":""Point"",""coordinates"":[-108.07752106895987,43.0770088804842]}"
7576,"{""type"":""Point"",""coordinates"":[-115.57563933393976,48.05016890683458]}"
7577,"{""type"":""Point"",""coordinates"":[-113.10261355358635,46.52599111826841]}"
7578,"{""type"":""Point"",""coordinates"":[-107.58114970686148,39.201418425648335]}"
7579,"{""type"":""Point"",""coordinates"":[-113.48909186431857,47.10712465437718]}"
7580,"{""type"":""Point"",""coordinates"":[-109.6514370524549,38.02353282372394]}"
7581,"{""type"":""Point"",""coordinates"":[-117.06756910440018,48.1420990537766]}"
7582,"{""type"":""Point"",""coordinates"":[-110.01763617903045,44.26831725114597]}"
7583,"{""type"":""Point"",""coordinates"":[-105.37423139317313,41.66074885716899]}"
7584,"{""type"":""Point"",""coordinates"":[-106.70135437972773,38.372018919912236]}"
7585,"{""type"":""Point"",""coordinates"":[-104.95206222969979,37.07869137414918]}"
7586,"{""type"":""Point"",""coordinates"":[-116.43183272354912,48.870641647255475]}"
7587,"{""type"":""Point"",""coordinates"":[-107.43475792487139,40.900330681521666]}"
7588,"{""type"":""Point"",""coordinates"":[-109.2832497370421,39.50481035379134]}"
7589,"{""type"":""Point"",""coordinates"":[-115.05676413133166,48.50361119857414]}"
7590,"{""type"":""Point"",""coordinates"":[-109.29456730647468,44.88438890594666]}"
7591,"{""type"":""Point"",""coordinates"":[-107.50889440841512,43.90200101375209]}"
7592,"{""type"":""Point"",""coordinates"":[-110.84775136061053,39.05694301372425]}"
7593,"{""type"":""Point"",""coordinates"":[-110.83417060359004,43.280765208392985]}"
7594,"{""type"":""Point"",""coordinates"":[-106.50303143222324,36.82654878911826]}"
7595,"{""type"":""Point"",""coordinates"":[-106.78177164178697,35.654752919170214]}"
7596,"{""type"":""Point"",""coordinates"":[-111.11927565301363,42.89147092396284]}"
7597,"{""type"":""Point"",""coordinates"":[-109.03993562768638,41.23885628484982]}"
7598,"{""type"":""Point"",""coordinates"":[-109.63299923034998,48.21052015300086]}"
7599,"{""type"":""Point"",""coordinates"":[-110.16377217014377,44.973266483789494]}"
7600,"{""type"":""Point"",""coordinates"":[-105.06275056910087,36.70402943750991]}"
7601,"{""type"":""Point"",""coordinates"":[-110.47970946674852,41.430934646041976]}"
7602,"{""type"":""Point"",""coordinates"":[-110.14197816204826,40.24669493071879]}"
7603,"{""type"":""Point"",""coordinates"":[-105.10741430785163,36.681731041916294]}"
7604,"{""type"":""Point"",""coordinates"":[-106.48648076743248,40.63664631217444]}"
7605,"{""type"":""Point"",""coordinates"":[-109.67809407417165,37.60437644558948]}"
7606,"{""type"":""Point"",""coordinates"":[-116.14226829233762,47.549944923566585]}"
7607,"{""type"":""Point"",""coordinates"":[-113.55171691097424,44.44182749844769]}"
7608,"{""type"":""Point"",""coordinates"":[-111.21929746858493,44.69996387207984]}"
7609,"{""type"":""Point"",""coordinates"":[-107.17754508266259,39.09407492456187]}"
7610,"{""type"":""Point"",""coordinates"":[-108.61327333392396,44.8966725880873]}"
7611,"{""type"":""Point"",""coordinates"":[-108.59958609924404,44.44160423473442]}"
7612,"{""type"":""Point"",""coordinates"":[-114.00102141653345,44.24398303254043]}"
7613,"{""type"":""Point"",""coordinates"":[-113.52354943938172,46.3270024946112]}"
7614,"{""type"":""Point"",""coordinates"":[-110.70276958386351,44.836107606822516]}"
7615,"{""type"":""Point"",""coordinates"":[-108.43152016253394,38.07432289359349]}"
7616,"{""type"":""Point"",""coordinates"":[-114.26163889098478,47.83741581689963]}"
7617,"{""type"":""Point"",""coordinates"":[-106.28278564084673,40.532426193418914]}"
7618,"{""type"":""Point"",""coordinates"":[-114.96401538608285,48.005115036368025]}"
7619,"{""type"":""Point"",""coordinates"":[-110.12265361879847,45.1438766919045]}"
7620,"{""type"":""Point"",""coordinates"":[-112.81766081320583,46.819215794457115]}"
7621,"{""type"":""Point"",""coordinates"":[-110.2341932143316,38.40731545278979]}"
7622,"{""type"":""Point"",""coordinates"":[-106.52443669597453,42.08867952244998]}"
7623,"{""type"":""Point"",""coordinates"":[-111.47822744127004,43.68392318991647]}"
7624,"{""type"":""Point"",""coordinates"":[-107.59582370502095,42.542385705712306]}"
7625,"{""type"":""Point"",""coordinates"":[-107.90858835966937,38.4461882010058]}"
7626,"{""type"":""Point"",""coordinates"":[-105.84030596213894,41.8147974376448]}"
7627,"{""type"":""Point"",""coordinates"":[-108.35167780329745,38.36607973929432]}"
7628,"{""type"":""Point"",""coordinates"":[-108.28579402194013,40.36883370947137]}"
7629,"{""type"":""Point"",""coordinates"":[-113.50034173164462,46.060866906703026]}"
7630,"{""type"":""Point"",""coordinates"":[-108.7907855041533,42.66703945245993]}"
7631,"{""type"":""Point"",""coordinates"":[-104.80821428322115,37.47334089822306]}"
7632,"{""type"":""Point"",""coordinates"":[-115.3717848986745,48.261071140960375]}"
7633,"{""type"":""Point"",""coordinates"":[-108.78893000218044,43.29653509899556]}"
7634,"{""type"":""Point"",""coordinates"":[-116.11285221725497,46.74251640723882]}"
7635,"{""type"":""Point"",""coordinates"":[-114.08061180949676,47.71851163943728]}"
7636,"{""type"":""Point"",""coordinates"":[-105.08939394748897,37.74802647840415]}"
7637,"{""type"":""Point"",""coordinates"":[-111.82885624189203,45.39227675118997]}"
7638,"{""type"":""Point"",""coordinates"":[-103.49701169802812,43.77315871624958]}"
7639,"{""type"":""Point"",""coordinates"":[-105.41621069719102,37.61580722359252]}"
7640,"{""type"":""Point"",""coordinates"":[-107.14240275916873,39.22206607058471]}"
7641,"{""type"":""Point"",""coordinates"":[-106.37430410299343,39.65670778607761]}"
7642,"{""type"":""Point"",""coordinates"":[-114.20433366781724,48.3777069732126]}"
7643,"{""type"":""Point"",""coordinates"":[-109.777492811638,37.77452397818832]}"
7644,"{""type"":""Point"",""coordinates"":[-106.53135226888338,37.77798719388847]}"
7645,"{""type"":""Point"",""coordinates"":[-106.30741600168437,37.86673694022326]}"
7646,"{""type"":""Point"",""coordinates"":[-112.92576716232576,43.79364010907433]}"
7647,"{""type"":""Point"",""coordinates"":[-110.55678637883884,37.50833382856043]}"
7648,"{""type"":""Point"",""coordinates"":[-110.75684690370801,42.703606195500775]}"
7649,"{""type"":""Point"",""coordinates"":[-113.18248249014577,44.827710828815945]}"
7650,"{""type"":""Point"",""coordinates"":[-115.74892545384223,47.819073490619154]}"
7651,"{""type"":""Point"",""coordinates"":[-110.85141084128115,37.11550271755388]}"
7652,"{""type"":""Point"",""coordinates"":[-103.59411515080875,44.19064482568005]}"
7653,"{""type"":""Point"",""coordinates"":[-115.78812364724115,48.17512338389541]}"
7654,"{""type"":""Point"",""coordinates"":[-110.08446129954173,42.27598556985064]}"
7655,"{""type"":""Point"",""coordinates"":[-107.6437870256095,41.60123726152253]}"
7656,"{""type"":""Point"",""coordinates"":[-111.94697089794504,46.314074377413185]}"
7657,"{""type"":""Point"",""coordinates"":[-111.87417224153066,47.21391721994017]}"
7658,"{""type"":""Point"",""coordinates"":[-110.50181776912433,38.341742495081306]}"
7659,"{""type"":""Point"",""coordinates"":[-105.20856403663207,40.40692542246604]}"
7660,"{""type"":""Point"",""coordinates"":[-109.0715210672668,42.53177031869775]}"
7661,"{""type"":""Point"",""coordinates"":[-105.31580977203488,40.31407677565928]}"
7662,"{""type"":""Point"",""coordinates"":[-104.08754744776739,44.23464723225572]}"
7663,"{""type"":""Point"",""coordinates"":[-105.6015599929943,40.728830108648275]}"
7664,"{""type"":""Point"",""coordinates"":[-108.85949468511248,44.45738770410404]}"
7665,"{""type"":""Point"",""coordinates"":[-114.36416175813324,47.90125789504986]}"
7666,"{""type"":""Point"",""coordinates"":[-106.63737715821598,35.681963567382525]}"
7667,"{""type"":""Point"",""coordinates"":[-105.15386437309797,36.206452410425314]}"
7668,"{""type"":""Point"",""coordinates"":[-109.91155218466491,42.11618398758945]}"
7669,"{""type"":""Point"",""coordinates"":[-104.56209835398528,37.19169724238983]}"
7670,"{""type"":""Point"",""coordinates"":[-111.02496233218976,37.645225898703025]}"
7671,"{""type"":""Point"",""coordinates"":[-106.56695528479891,39.72788437786915]}"
7672,"{""type"":""Point"",""coordinates"":[-110.8266450541161,39.145027446506454]}"
7673,"{""type"":""Point"",""coordinates"":[-109.50675600608947,41.3790489254815]}"
7674,"{""type"":""Point"",""coordinates"":[-115.9463341241847,47.95006867748661]}"
7675,"{""type"":""Point"",""coordinates"":[-109.93420652263725,37.04772437514979]}"
7676,"{""type"":""Point"",""coordinates"":[-108.80599611398088,37.241228404309666]}"
7677,"{""type"":""Point"",""coordinates"":[-116.9817514727299,48.10940726621046]}"
7678,"{""type"":""Point"",""coordinates"":[-107.51334686164645,38.726734885300004]}"
7679,"{""type"":""Point"",""coordinates"":[-108.5111354675662,43.97340352368778]}"
7680,"{""type"":""Point"",""coordinates"":[-105.24732771599768,41.6438766326598]}"
7681,"{""type"":""Point"",""coordinates"":[-110.99171348069848,41.83379491505727]}"
7682,"{""type"":""Point"",""coordinates"":[-108.22117956171606,40.98199551797294]}"
7683,"{""type"":""Point"",""coordinates"":[-110.19960184772843,39.83277761919873]}"
7684,"{""type"":""Point"",""coordinates"":[-106.29683795230332,38.43539750358846]}"
7685,"{""type"":""Point"",""coordinates"":[-106.82880773002027,39.40317259506857]}"
7686,"{""type"":""Point"",""coordinates"":[-116.31271478353797,46.81902188258354]}"
7687,"{""type"":""Point"",""coordinates"":[-113.57391887038807,45.147731697095715]}"
7688,"{""type"":""Point"",""coordinates"":[-106.01361187945007,42.499218839984195]}"
7689,"{""type"":""Point"",""coordinates"":[-105.09152265966878,38.89128031752759]}"
7690,"{""type"":""Point"",""coordinates"":[-112.32895399225167,46.61992839392471]}"
7691,"{""type"":""Point"",""coordinates"":[-111.22049121624124,37.98511473403165]}"
7692,"{""type"":""Point"",""coordinates"":[-106.8956358975409,41.97987196234894]}"
7693,"{""type"":""Point"",""coordinates"":[-115.30551132804392,47.45547982289914]}"
7694,"{""type"":""Point"",""coordinates"":[-106.70826110886864,41.877876765990536]}"
7695,"{""type"":""Point"",""coordinates"":[-109.72047126051437,42.6626236244846]}"
7696,"{""type"":""Point"",""coordinates"":[-107.72612405474536,38.64269595387766]}"
7697,"{""type"":""Point"",""coordinates"":[-110.76720864499822,41.91757484100663]}"
7698,"{""type"":""Point"",""coordinates"":[-112.67394386692602,44.50522712357548]}"
7699,"{""type"":""Point"",""coordinates"":[-113.58983676355356,45.21090866413564]}"
7700,"{""type"":""Point"",""coordinates"":[-113.43785789293648,44.33034865963232]}"
7701,"{""type"":""Point"",""coordinates"":[-110.05929820658406,44.119057355950765]}"
7702,"{""type"":""Point"",""coordinates"":[-109.73100888221492,41.24527660600051]}"
7703,"{""type"":""Point"",""coordinates"":[-109.10966659868414,43.29800201738507]}"
7704,"{""type"":""Point"",""coordinates"":[-105.43581979308044,36.38980384039179]}"
7705,"{""type"":""Point"",""coordinates"":[-113.53748032272281,45.673206724172914]}"
7706,"{""type"":""Point"",""coordinates"":[-106.84753921108381,42.34312495437243]}"
7707,"{""type"":""Point"",""coordinates"":[-111.9265123050677,46.612932871794165]}"
7708,"{""type"":""Point"",""coordinates"":[-112.09489609431012,45.48950218617792]}"
7709,"{""type"":""Point"",""coordinates"":[-105.85167685928532,39.04690380590146]}"
7710,"{""type"":""Point"",""coordinates"":[-107.55711814118325,42.91115132793201]}"
7711,"{""type"":""Point"",""coordinates"":[-112.17742187223563,37.428571084485476]}"
7712,"{""type"":""Point"",""coordinates"":[-108.46351708050047,41.56529313976198]}"
7713,"{""type"":""Point"",""coordinates"":[-107.79314925936966,39.649673832458085]}"
7714,"{""type"":""Point"",""coordinates"":[-108.96603008685823,41.08849841713903]}"
7715,"{""type"":""Point"",""coordinates"":[-108.29598561189185,39.2509353703132]}"
7716,"{""type"":""Point"",""coordinates"":[-109.3038810428661,39.14297284519311]}"
7717,"{""type"":""Point"",""coordinates"":[-110.93899103773968,41.341443965168914]}"
7718,"{""type"":""Point"",""coordinates"":[-106.74000079535993,36.94201181123933]}"
7719,"{""type"":""Point"",""coordinates"":[-116.55541605842924,47.12893088500586]}"
7720,"{""type"":""Point"",""coordinates"":[-107.17794603357511,44.21796295952704]}"
7721,"{""type"":""Point"",""coordinates"":[-109.23079858192034,44.037037289971366]}"
7722,"{""type"":""Point"",""coordinates"":[-106.67945780669808,35.79844604642531]}"
7723,"{""type"":""Point"",""coordinates"":[-110.54307037487347,43.95337879760747]}"
7724,"{""type"":""Point"",""coordinates"":[-108.46103860937463,38.51104868644127]}"
7725,"{""type"":""Point"",""coordinates"":[-107.03136566814551,37.710493832526026]}"
7726,"{""type"":""Point"",""coordinates"":[-109.05092293550177,40.60024061096027]}"
7727,"{""type"":""Point"",""coordinates"":[-115.99895527781555,46.10928174326547]}"
7728,"{""type"":""Point"",""coordinates"":[-111.68612040860361,46.238319088195766]}"
7729,"{""type"":""Point"",""coordinates"":[-110.65604909575057,38.40883847848417]}"
7730,"{""type"":""Point"",""coordinates"":[-107.37305299616368,37.9055351329734]}"
7731,"{""type"":""Point"",""coordinates"":[-119.24575661194093,48.16210069998209]}"
7732,"{""type"":""Point"",""coordinates"":[-109.70407227793562,44.70683346822607]}"
7733,"{""type"":""Point"",""coordinates"":[-116.56310552688679,46.38282567674842]}"
7734,"{""type"":""Point"",""coordinates"":[-116.43825055526591,48.03564097831192]}"
7735,"{""type"":""Point"",""coordinates"":[-106.06350735410075,42.237184722732216]}"
7736,"{""type"":""Point"",""coordinates"":[-107.63540790568032,41.40203250212709]}"
7737,"{""type"":""Point"",""coordinates"":[-108.33433560043945,43.37982814220923]}"
7738,"{""type"":""Point"",""coordinates"":[-105.7166698101837,41.288745474808934]}"
7739,"{""type"":""Point"",""coordinates"":[-110.06529937268454,44.18365747450068]}"
7740,"{""type"":""Point"",""coordinates"":[-112.35994306825893,45.7148260047737]}"
7741,"{""type"":""Point"",""coordinates"":[-104.61332115823424,36.931456049947194]}"
7742,"{""type"":""Point"",""coordinates"":[-112.37895486108843,45.43895816173105]}"
7743,"{""type"":""Point"",""coordinates"":[-112.54575475595179,44.68065650955236]}"
7744,"{""type"":""Point"",""coordinates"":[-115.14020602489943,47.46130562897098]}"
7745,"{""type"":""Point"",""coordinates"":[-116.18907327855759,46.788320559751305]}"
7746,"{""type"":""Point"",""coordinates"":[-108.42113685327087,37.13887719702254]}"
7747,"{""type"":""Point"",""coordinates"":[-106.79468761975845,37.61903621561261]}"
7748,"{""type"":""Point"",""coordinates"":[-110.32576716391299,37.20033846888445]}"
7749,"{""type"":""Point"",""coordinates"":[-111.32661593634437,43.45649660483299]}"
7750,"{""type"":""Point"",""coordinates"":[-107.80599340776563,39.18149580955653]}"
7751,"{""type"":""Point"",""coordinates"":[-107.59657280231644,37.861734668657775]}"
7752,"{""type"":""Point"",""coordinates"":[-105.23320416660313,39.70695232443624]}"
7753,"{""type"":""Point"",""coordinates"":[-114.17226346700912,47.74473859416931]}"
7754,"{""type"":""Point"",""coordinates"":[-110.24824541410474,40.466556208504414]}"
7755,"{""type"":""Point"",""coordinates"":[-111.27812975303866,43.36543794042741]}"
7756,"{""type"":""Point"",""coordinates"":[-107.21032103591776,37.167992225041374]}"
7757,"{""type"":""Point"",""coordinates"":[-118.10044125249301,48.63230278754568]}"
7758,"{""type"":""Point"",""coordinates"":[-105.84635099804912,41.72693071227688]}"
7759,"{""type"":""Point"",""coordinates"":[-112.43463386547488,44.84957731189353]}"
7760,"{""type"":""Point"",""coordinates"":[-111.1122910943468,37.111688795588286]}"
7761,"{""type"":""Point"",""coordinates"":[-107.62278874761054,41.93558143342222]}"
7762,"{""type"":""Point"",""coordinates"":[-111.28517846781662,44.454585642562535]}"
7763,"{""type"":""Point"",""coordinates"":[-117.63579800276061,48.9764488129864]}"
7764,"{""type"":""Point"",""coordinates"":[-107.31236144262968,36.68468770606909]}"
7765,"{""type"":""Point"",""coordinates"":[-110.7898479281437,44.61065605358892]}"
7766,"{""type"":""Point"",""coordinates"":[-113.99066469482413,43.90224280620353]}"
7767,"{""type"":""Point"",""coordinates"":[-106.12361486259859,41.941691167859496]}"
7768,"{""type"":""Point"",""coordinates"":[-107.47952988090613,43.811178831600394]}"
7769,"{""type"":""Point"",""coordinates"":[-115.78077000984767,47.44296157504523]}"
7770,"{""type"":""Point"",""coordinates"":[-112.1982809452167,37.05341853798067]}"
7771,"{""type"":""Point"",""coordinates"":[-111.15644106923382,37.8271134881585]}"
7772,"{""type"":""Point"",""coordinates"":[-108.57230706550541,41.068368238649676]}"
7773,"{""type"":""Point"",""coordinates"":[-109.65603905282308,38.04258923423937]}"
7774,"{""type"":""Point"",""coordinates"":[-110.59489436506443,43.80133363117912]}"
7775,"{""type"":""Point"",""coordinates"":[-103.3887807791189,44.096870664398686]}"
7776,"{""type"":""Point"",""coordinates"":[-108.47034051990947,39.26324822324652]}"
7777,"{""type"":""Point"",""coordinates"":[-116.68680541523663,47.84723336717906]}"
7778,"{""type"":""Point"",""coordinates"":[-110.64176093216072,37.53896332006646]}"
7779,"{""type"":""Point"",""coordinates"":[-117.74020606857974,48.13262518980625]}"
7780,"{""type"":""Point"",""coordinates"":[-115.41532367506943,47.53549979095839]}"
7781,"{""type"":""Point"",""coordinates"":[-106.94930823190299,41.66245355194123]}"
7782,"{""type"":""Point"",""coordinates"":[-111.03088999953788,42.43700065106193]}"
7783,"{""type"":""Point"",""coordinates"":[-106.56712495952677,42.17314399616024]}"
7784,"{""type"":""Point"",""coordinates"":[-106.87448743633702,36.37130122987211]}"
7785,"{""type"":""Point"",""coordinates"":[-106.83818443054372,36.81922786407576]}"
7786,"{""type"":""Point"",""coordinates"":[-105.08559941735966,38.790159489792266]}"
7787,"{""type"":""Point"",""coordinates"":[-110.86495676343026,40.98812995968012]}"
7788,"{""type"":""Point"",""coordinates"":[-112.61897648240561,46.62253229380294]}"
7789,"{""type"":""Point"",""coordinates"":[-117.64126292794948,48.525481065785364]}"
7790,"{""type"":""Point"",""coordinates"":[-106.73409910404582,41.31569326073797]}"
7791,"{""type"":""Point"",""coordinates"":[-111.20265664500592,37.71476573826267]}"
7792,"{""type"":""Point"",""coordinates"":[-109.86317061569471,38.3157823189186]}"
7793,"{""type"":""Point"",""coordinates"":[-111.28947244896355,43.67025673703936]}"
7794,"{""type"":""Point"",""coordinates"":[-113.41599798747585,44.37801751085676]}"
7795,"{""type"":""Point"",""coordinates"":[-105.09254826452371,38.88893270579249]}"
7796,"{""type"":""Point"",""coordinates"":[-107.7633404865402,41.616517062470784]}"
7797,"{""type"":""Point"",""coordinates"":[-109.42759630927331,41.134427403659906]}"
7798,"{""type"":""Point"",""coordinates"":[-112.16660724522983,37.41294666757032]}"
7799,"{""type"":""Point"",""coordinates"":[-108.60526865400233,44.537832155837435]}"
7800,"{""type"":""Point"",""coordinates"":[-107.25390819778663,44.707762784136385]}"
7801,"{""type"":""Point"",""coordinates"":[-106.35408830622126,40.88639787560924]}"
7802,"{""type"":""Point"",""coordinates"":[-111.82548118534335,37.00473984787169]}"
7803,"{""type"":""Point"",""coordinates"":[-107.96369086520988,43.806674452044724]}"
7804,"{""type"":""Point"",""coordinates"":[-107.67800607549513,40.30913325359312]}"
7805,"{""type"":""Point"",""coordinates"":[-103.65483260977345,44.05499140729818]}"
7806,"{""type"":""Point"",""coordinates"":[-111.62264230795331,45.21655814358784]}"
7807,"{""type"":""Point"",""coordinates"":[-110.28686419923046,42.16097969541519]}"
7808,"{""type"":""Point"",""coordinates"":[-109.45523445611083,39.85125979793124]}"
7809,"{""type"":""Point"",""coordinates"":[-110.6751638648427,38.18364201317364]}"
7810,"{""type"":""Point"",""coordinates"":[-112.78121272711714,45.23528234063197]}"
7811,"{""type"":""Point"",""coordinates"":[-108.01257922951588,42.747563503744566]}"
7812,"{""type"":""Point"",""coordinates"":[-107.81659654514425,43.342781232923116]}"
7813,"{""type"":""Point"",""coordinates"":[-112.8299617859017,37.22969379067642]}"
7814,"{""type"":""Point"",""coordinates"":[-107.53126346239377,41.27345446815993]}"
